product_id,product_name,category,brand,cost_price,unit_price,margin_pct,profit_per_unit,price_segment
P0296,BrandB Popular,Home & Kitchen,BrandC,25.01,34.89,28.32,9.879999999999999,Budget
P0297,BrandC Staff,Home & Kitchen,BrandD,122.51,181.74,32.59,59.230000000000004,Mid-Range
P0298,BrandD Open,Home & Kitchen,BrandD,13.26,24.97,46.9,11.709999999999999,Budget
P0299,BrandC Involve,Personal Care,BrandC,129.7,235.06,44.82,105.36000000000001,Mid-Range
P0300,BrandA Still,Electronics,BrandD,75.85,138.12,45.08,62.27000000000001,Budget
P0301,BrandB Those,Electronics,BrandB,170.49,291.59,41.53,121.09999999999997,Mid-Range
P0302,BrandD Player,Electronics,BrandB,18.11,32.61,44.46,14.5,Budget
P0303,BrandC Blood,Home & Kitchen,BrandD,190.15,214.71,11.44,24.560000000000002,Mid-Range
P0304,BrandB Treatment,Personal Care,BrandC,77.54,138.55,44.03,61.010000000000005,Budget
P0305,BrandB Best,Home & Kitchen,BrandD,66.31,89.57,25.97,23.25999999999999,Budget
P0306,BrandA Federal,Electronics,BrandB,102.31,148.17,30.95,45.859999999999985,Budget
P0307,BrandA Him,Home & Kitchen,BrandC,142.29,184.0,22.67,41.71000000000001,Mid-Range
P0308,BrandC Adult,Personal Care,BrandB,28.91,53.99,46.45,25.080000000000002,Budget
P0309,BrandD Partner,Apparel,BrandD,199.47,364.92,45.34,165.45000000000002,Premium
P0310,BrandC Policy,Home & Kitchen,BrandA,112.25,152.81,26.54,40.56,Mid-Range
P0311,BrandC Sign,Apparel,BrandB,159.77,248.9,35.81,89.13,Mid-Range
P0312,BrandA Already,Apparel,BrandB,51.16,79.02,35.26,27.86,Budget
P0313,BrandC Trial,Home & Kitchen,BrandD,161.71,258.17,37.36,96.46000000000001,Mid-Range
P0314,BrandA Check,Electronics,BrandC,82.64,144.23,42.7,61.58999999999999,Budget
P0315,BrandD Gas,Personal Care,BrandD,165.55,193.09,14.26,27.539999999999992,Mid-Range
P0316,BrandC Start,Electronics,BrandD,95.84,150.05,36.13,54.21000000000001,Mid-Range
P0317,BrandB None,Apparel,BrandB,89.36,171.54,47.91,82.17999999999999,Mid-Range
P0318,BrandA Mean,Electronics,BrandB,64.3,80.1,19.73,15.799999999999997,Budget
P0319,BrandB Role,Home & Kitchen,BrandC,169.96,225.29,24.56,55.329999999999984,Mid-Range
P0320,BrandC Summer,Apparel,BrandC,124.81,147.79,15.55,22.97999999999999,Budget
P0321,BrandB Usually,Apparel,BrandD,133.45,233.35,42.81,99.9,Mid-Range
P0322,BrandC Tree,Electronics,BrandA,20.84,40.71,48.81,19.87,Budget
P0323,BrandC Rate,Apparel,BrandD,125.53,141.5,11.29,15.969999999999999,Budget
P0324,BrandC Somebody,Home & Kitchen,BrandD,52.75,96.35,45.25,43.599999999999994,Budget
P0325,BrandD Religious,Home & Kitchen,BrandD,19.23,22.19,13.34,2.960000000000001,Budget
P0326,BrandD Half,Personal Care,BrandD,95.57,134.39,28.89,38.81999999999999,Budget
P0327,BrandB Head,Home & Kitchen,BrandC,148.17,277.77,46.66,129.6,Mid-Range
P0328,BrandD Worry,Apparel,BrandC,105.42,126.04,16.36,20.620000000000005,Budget
P0329,BrandB Build,Personal Care,BrandA,57.16,75.63,24.42,18.47,Budget
P0330,BrandA Trouble,Electronics,BrandC,189.35,355.55,46.74,166.20000000000002,Premium
P0331,BrandD Machine,Apparel,BrandB,163.63,317.5,48.46,153.87,Premium
P0332,BrandC Number,Apparel,BrandD,102.16,159.7,36.03,57.53999999999999,Mid-Range
P0333,BrandD Something,Home & Kitchen,BrandD,9.52,18.57,48.73,9.05,Budget
P0334,BrandD While,Apparel,BrandB,118.75,135.83,12.57,17.080000000000013,Budget
P0335,BrandC Environment,Personal Care,BrandD,60.72,67.24,9.7,6.519999999999996,Budget
P0336,BrandA Feel,Personal Care,BrandB,177.08,310.73,43.01,133.65,Premium
P0337,BrandD Turn,Home & Kitchen,BrandA,83.11,134.08,38.01,50.97000000000001,Budget
P0338,BrandB Read,Home & Kitchen,BrandC,19.34,30.05,35.64,10.71,Budget
P0339,BrandC Lawyer,Electronics,BrandB,195.14,283.83,31.25,88.69,Mid-Range
P0340,BrandC Group,Home & Kitchen,BrandB,43.82,68.28,35.82,24.46,Budget
P0341,BrandA Now,Electronics,BrandA,31.72,44.4,28.56,12.68,Budget
P0342,BrandD Church,Personal Care,BrandD,123.22,192.71,36.06,69.49000000000001,Mid-Range
P0343,BrandC Computer,Home & Kitchen,BrandB,81.63,135.09,39.57,53.46000000000001,Budget
P0344,BrandC Including,Home & Kitchen,BrandD,143.2,196.16,27.0,52.96000000000001,Mid-Range
P0345,BrandA Model,Home & Kitchen,BrandC,136.39,270.31,49.54,133.92000000000002,Mid-Range
P0346,BrandC And,Electronics,BrandD,56.78,95.96,40.83,39.17999999999999,Budget
P0347,BrandB Camera,Electronics,BrandD,38.25,63.73,39.98,25.479999999999997,Budget
P0348,BrandD Sport,Apparel,BrandB,11.16,21.8,48.81,10.64,Budget
P0349,BrandA Base,Apparel,BrandA,91.0,134.4,32.29,43.400000000000006,Budget
P0350,BrandD Either,Apparel,BrandD,102.85,169.74,39.41,66.89000000000001,Mid-Range
P0351,BrandD Debate,Electronics,BrandB,106.14,170.33,37.69,64.19000000000001,Mid-Range
P0352,BrandD Place,Personal Care,BrandC,191.55,289.95,33.94,98.39999999999998,Mid-Range
P0353,BrandC Might,Home & Kitchen,BrandC,123.96,157.81,21.45,33.85000000000001,Mid-Range
P0354,BrandB Memory,Home & Kitchen,BrandD,48.85,96.51,49.38,47.660000000000004,Budget
P0355,BrandC Part,Home & Kitchen,BrandD,139.6,215.0,35.07,75.4,Mid-Range
P0356,BrandD Interest,Home & Kitchen,BrandC,61.12,98.78,38.13,37.660000000000004,Budget
P0357,BrandD Animal,Personal Care,BrandC,191.15,348.69,45.18,157.54,Premium
P0358,BrandC Fight,Electronics,BrandD,191.29,224.02,14.61,32.73000000000002,Mid-Range
P0359,BrandD Machine,Home & Kitchen,BrandD,46.73,86.22,45.8,39.49,Budget
P0360,BrandC Table,Home & Kitchen,BrandB,26.3,46.47,43.4,20.169999999999998,Budget
P0361,BrandB Mrs,Apparel,BrandA,135.62,214.0,36.63,78.38,Mid-Range
P0362,BrandB Understand,Electronics,BrandD,85.59,149.41,42.71,63.81999999999999,Budget
P0363,BrandA Benefit,Apparel,BrandA,193.08,382.32,49.5,189.23999999999998,Premium
P0364,BrandB Evidence,Personal Care,BrandD,98.1,125.52,21.85,27.42,Budget
P0365,BrandC Through,Home & Kitchen,BrandC,130.95,251.05,47.84,120.10000000000002,Mid-Range
P0366,BrandA Yeah,Apparel,BrandA,183.08,230.23,20.48,47.14999999999998,Mid-Range
P0367,BrandB Why,Electronics,BrandD,158.65,201.12,21.12,42.47,Mid-Range
P0368,BrandC Major,Electronics,BrandA,63.19,103.79,39.12,40.60000000000001,Budget
P0369,BrandC Piece,Home & Kitchen,BrandD,197.87,314.41,37.07,116.54000000000002,Premium
P0370,BrandD Economy,Apparel,BrandD,58.2,106.39,45.3,48.19,Budget
P0371,BrandC Range,Apparel,BrandD,131.42,229.56,42.75,98.14000000000001,Mid-Range
P0372,BrandA Or,Home & Kitchen,BrandC,115.72,206.16,43.87,90.44,Mid-Range
P0373,BrandB Environment,Personal Care,BrandD,105.48,124.26,15.11,18.78,Budget
P0374,BrandA Generation,Apparel,BrandB,98.1,190.53,48.51,92.43,Mid-Range
P0375,BrandA Research,Home & Kitchen,BrandD,50.93,90.57,43.77,39.63999999999999,Budget
P0376,BrandC Hard,Home & Kitchen,BrandA,56.0,79.72,29.75,23.72,Budget
P0377,BrandB Set,Electronics,BrandD,95.75,119.09,19.6,23.340000000000003,Budget
P0378,BrandC Himself,Electronics,BrandC,76.67,99.58,23.01,22.909999999999997,Budget
P0379,BrandB Outside,Personal Care,BrandB,93.72,186.5,49.75,92.78,Mid-Range
P0380,BrandC Raise,Personal Care,BrandD,152.68,278.15,45.11,125.46999999999997,Mid-Range
P0381,BrandB Someone,Apparel,BrandA,107.47,169.3,36.52,61.83000000000001,Mid-Range
P0382,BrandC Family,Electronics,BrandA,17.04,27.14,37.21,10.100000000000001,Budget
P0383,BrandB Finally,Apparel,BrandB,68.98,108.18,36.24,39.2,Budget
P0384,BrandA Commercial,Apparel,BrandD,22.73,35.44,35.86,12.709999999999997,Budget
P0385,BrandA Door,Personal Care,BrandB,105.08,158.79,33.82,53.709999999999994,Mid-Range
P0386,BrandA Recent,Personal Care,BrandC,146.04,212.69,31.34,66.65,Mid-Range
P0387,BrandA Happen,Apparel,BrandA,13.83,19.5,29.08,5.67,Budget
P0388,BrandA Scene,Electronics,BrandA,197.3,300.86,34.42,103.56,Premium
P0389,BrandC Occur,Personal Care,BrandB,154.95,277.24,44.11,122.29000000000002,Mid-Range
P0390,BrandD Minute,Home & Kitchen,BrandD,92.46,178.02,48.06,85.56000000000002,Mid-Range
P0391,BrandD Different,Personal Care,BrandA,138.13,234.22,41.03,96.09,Mid-Range
P0392,BrandB Must,Home & Kitchen,BrandA,39.8,63.02,36.85,23.220000000000006,Budget
P0393,BrandB Put,Apparel,BrandA,152.45,301.95,49.51,149.5,Premium
P0394,BrandD Set,Personal Care,BrandD,165.56,219.0,24.4,53.44,Mid-Range
P0395,BrandC Charge,Apparel,BrandC,41.75,78.81,47.02,37.06,Budget
P0396,BrandA Power,Electronics,BrandD,124.91,242.65,48.52,117.74000000000001,Mid-Range
P0397,BrandA Officer,Apparel,BrandB,18.12,29.62,38.83,11.5,Budget
P0398,BrandD Always,Electronics,BrandB,149.41,218.44,31.6,69.03,Mid-Range
P0399,BrandB Figure,Apparel,BrandA,32.33,64.47,49.85,32.14,Budget
P0400,BrandB Window,Home & Kitchen,BrandC,51.2,96.7,47.05,45.5,Budget
P0401,BrandB While,Personal Care,BrandC,58.66,93.92,37.54,35.260000000000005,Budget
P0402,BrandB Few,Personal Care,BrandD,14.14,19.94,29.09,5.800000000000001,Budget
P0403,BrandD Official,Home & Kitchen,BrandD,84.61,115.91,27.0,31.299999999999997,Budget
P0404,BrandB Recognize,Personal Care,BrandB,170.62,233.86,27.04,63.24000000000001,Mid-Range
P0405,BrandB Charge,Personal Care,BrandA,114.67,226.02,49.27,111.35000000000001,Mid-Range
P0406,BrandB Knowledge,Personal Care,BrandB,54.72,76.46,28.43,21.739999999999995,Budget
P0407,BrandA Purpose,Personal Care,BrandC,23.03,40.35,42.92,17.32,Budget
P0408,BrandB Traditional,Electronics,BrandC,78.55,129.17,39.19,50.61999999999999,Budget
P0409,BrandA Technology,Electronics,BrandB,161.91,263.72,38.61,101.81000000000003,Mid-Range
P0410,BrandB Much,Personal Care,BrandB,174.55,244.31,28.55,69.75999999999999,Mid-Range
P0411,BrandA Policy,Apparel,BrandD,192.61,232.21,17.05,39.599999999999994,Mid-Range
P0412,BrandD I,Apparel,BrandB,82.34,108.31,23.98,25.97,Budget
P0413,BrandC Sell,Home & Kitchen,BrandD,95.92,161.51,40.61,65.58999999999999,Mid-Range
P0414,BrandC Both,Home & Kitchen,BrandC,105.0,162.49,35.38,57.49000000000001,Mid-Range
P0415,BrandA Analysis,Personal Care,BrandC,183.29,262.77,30.25,79.47999999999999,Mid-Range
P0416,BrandD Central,Electronics,BrandB,149.54,166.68,10.28,17.140000000000015,Mid-Range
P0417,BrandD Its,Home & Kitchen,BrandB,43.26,56.54,23.49,13.280000000000001,Budget
P0418,BrandB Including,Personal Care,BrandC,55.18,101.5,45.64,46.32,Budget
P0419,BrandD Build,Personal Care,BrandB,147.89,209.55,29.42,61.660000000000025,Mid-Range
P0420,BrandB Particular,Personal Care,BrandB,183.8,291.86,37.02,108.06,Mid-Range
P0421,BrandA Necessary,Electronics,BrandA,189.31,322.09,41.22,132.77999999999997,Premium
P0422,BrandA Rate,Personal Care,BrandB,169.3,221.49,23.56,52.19,Mid-Range
P0423,BrandB Community,Electronics,BrandD,103.62,148.79,30.36,45.16999999999999,Budget
P0424,BrandD First,Personal Care,BrandA,6.29,10.04,37.35,3.749999999999999,Budget
P0425,BrandA Step,Electronics,BrandC,109.47,148.66,26.36,39.19,Budget
P0426,BrandD Author,Apparel,BrandA,184.02,289.27,36.38,105.24999999999997,Mid-Range
P0427,BrandB Author,Apparel,BrandD,163.97,219.82,25.41,55.849999999999994,Mid-Range
P0428,BrandD Less,Electronics,BrandC,192.06,290.61,33.91,98.55000000000001,Mid-Range
P0429,BrandB Watch,Apparel,BrandC,138.39,257.83,46.33,119.44,Mid-Range
P0430,BrandA Place,Electronics,BrandD,78.96,126.13,37.4,47.17,Budget
P0431,BrandA Agree,Electronics,BrandB,21.12,39.3,46.26,18.179999999999996,Budget
P0432,BrandC Movement,Electronics,BrandA,49.8,95.18,47.68,45.38000000000001,Budget
P0433,BrandD Determine,Home & Kitchen,BrandA,185.21,317.82,41.72,132.60999999999999,Premium
P0434,BrandC Follow,Electronics,BrandB,186.11,257.4,27.7,71.28999999999996,Mid-Range
P0435,BrandB Team,Apparel,BrandD,186.13,254.88,26.97,68.75,Mid-Range
P0436,BrandB Pay,Personal Care,BrandC,79.85,141.0,43.37,61.150000000000006,Budget
P0437,BrandA Many,Home & Kitchen,BrandA,24.05,31.48,23.6,7.43,Budget
P0438,BrandA Raise,Home & Kitchen,BrandD,193.94,270.3,28.25,76.36000000000001,Mid-Range
P0439,BrandC Address,Personal Care,BrandD,49.49,79.07,37.41,29.57999999999999,Budget
P0440,BrandD Return,Personal Care,BrandB,137.54,233.08,40.99,95.54000000000002,Mid-Range
P0441,BrandA Remember,Home & Kitchen,BrandB,144.06,169.1,14.81,25.039999999999992,Mid-Range
P0442,BrandB Young,Personal Care,BrandB,149.23,206.69,27.8,57.46000000000001,Mid-Range
P0443,BrandA Bed,Electronics,BrandA,188.88,283.37,33.35,94.49000000000001,Mid-Range
P0444,BrandC Choice,Electronics,BrandB,22.02,32.76,32.78,10.739999999999998,Budget
P0445,BrandD Show,Electronics,BrandA,22.48,35.94,37.45,13.459999999999997,Budget
P0446,BrandC Whole,Personal Care,BrandA,61.91,89.71,30.99,27.799999999999997,Budget
P0447,BrandA About,Apparel,BrandB,138.64,173.65,20.16,35.01000000000002,Mid-Range
P0448,BrandC Letter,Home & Kitchen,BrandC,101.16,117.04,13.57,15.88000000000001,Budget
P0449,BrandD What,Home & Kitchen,BrandD,63.45,114.49,44.58,51.03999999999999,Budget
P0450,BrandC Base,Home & Kitchen,BrandB,145.58,225.1,35.33,79.51999999999998,Mid-Range
P0451,BrandB Sell,Personal Care,BrandA,31.42,34.75,9.58,3.3299999999999983,Budget
P0452,BrandD Happen,Home & Kitchen,BrandD,161.79,225.95,28.4,64.16,Mid-Range
P0453,BrandC Down,Personal Care,BrandB,63.58,104.45,39.13,40.870000000000005,Budget
P0454,BrandB Performance,Personal Care,BrandC,39.64,57.81,31.43,18.17,Budget
P0455,BrandC Back,Home & Kitchen,BrandD,193.71,349.41,44.56,155.70000000000002,Premium
P0456,BrandC Leg,Personal Care,BrandC,164.22,238.72,31.21,74.5,Mid-Range
P0457,BrandA Resource,Apparel,BrandB,137.93,220.01,37.31,82.07999999999998,Mid-Range
P0458,BrandD Force,Apparel,BrandD,160.55,296.72,45.89,136.17000000000002,Mid-Range
P0459,BrandA Me,Personal Care,BrandD,32.14,44.11,27.14,11.969999999999999,Budget
P0460,BrandC Miss,Apparel,BrandD,158.87,185.33,14.28,26.460000000000008,Mid-Range
P0461,BrandD Training,Personal Care,BrandD,111.01,201.11,44.8,90.10000000000001,Mid-Range
P0462,BrandC Ever,Electronics,BrandA,154.95,262.15,40.89,107.19999999999999,Mid-Range
P0463,BrandC Front,Apparel,BrandA,114.83,192.98,40.5,78.14999999999999,Mid-Range
P0464,BrandD Receive,Home & Kitchen,BrandD,25.66,30.5,15.87,4.84,Budget
P0465,BrandB Exist,Apparel,BrandD,77.95,118.23,34.07,40.28,Budget
P0466,BrandB Ok,Home & Kitchen,BrandA,99.14,135.41,26.79,36.269999999999996,Budget
P0467,BrandA Performance,Electronics,BrandB,72.92,102.73,29.02,29.810000000000002,Budget
P0468,BrandB Forget,Personal Care,BrandC,97.85,146.22,33.08,48.370000000000005,Budget
P0469,BrandD Keep,Home & Kitchen,BrandA,63.55,116.24,45.33,52.69,Budget
P0470,BrandA Site,Electronics,BrandC,131.35,224.53,41.5,93.18,Mid-Range
P0471,BrandB Back,Apparel,BrandB,112.62,157.43,28.46,44.81,Mid-Range
P0472,BrandD Wear,Personal Care,BrandB,160.56,267.62,40.0,107.06,Mid-Range
P0473,BrandB Ever,Personal Care,BrandD,10.69,17.67,39.5,6.980000000000002,Budget
P0474,BrandB Condition,Personal Care,BrandD,80.82,140.16,42.34,59.34,Budget
P0475,BrandB Particular,Home & Kitchen,BrandA,117.58,213.94,45.04,96.36,Mid-Range
P0476,BrandB Course,Home & Kitchen,BrandC,43.43,52.23,16.85,8.799999999999997,Budget
P0477,BrandD Attorney,Home & Kitchen,BrandD,124.21,202.25,38.59,78.04,Mid-Range
P0478,BrandC Window,Home & Kitchen,BrandD,125.39,229.76,45.43,104.36999999999999,Mid-Range
P0479,BrandC Bed,Electronics,BrandB,66.07,86.86,23.94,20.790000000000006,Budget
P0480,BrandA Glass,Apparel,BrandC,140.22,218.71,35.89,78.49000000000001,Mid-Range
P0481,BrandD According,Apparel,BrandD,87.49,134.56,34.98,47.07000000000001,Budget
P0482,BrandB Reach,Apparel,BrandD,61.32,77.78,21.16,16.46,Budget
P0483,BrandD Buy,Electronics,BrandC,190.61,292.81,34.9,102.19999999999999,Mid-Range
P0484,BrandB Effect,Personal Care,BrandD,84.78,130.78,35.17,46.0,Budget
P0485,BrandD Political,Personal Care,BrandB,21.12,23.82,11.34,2.6999999999999993,Budget
P0486,BrandB Into,Home & Kitchen,BrandA,58.6,92.81,36.86,34.21,Budget
P0487,BrandB Will,Personal Care,BrandD,112.2,134.85,16.8,22.64999999999999,Budget
P0488,BrandA Executive,Home & Kitchen,BrandC,110.7,197.17,43.86,86.46999999999998,Mid-Range
P0489,BrandD Girl,Apparel,BrandD,24.97,46.12,45.86,21.15,Budget
P0490,BrandB Five,Home & Kitchen,BrandA,92.7,131.05,29.26,38.35000000000001,Budget
P0491,BrandA Chance,Personal Care,BrandA,156.25,205.2,23.85,48.94999999999999,Mid-Range
P0492,BrandC Administration,Personal Care,BrandB,125.15,226.07,44.64,100.91999999999999,Mid-Range
P0493,BrandB Lay,Electronics,BrandC,108.79,178.11,38.92,69.32000000000001,Mid-Range
P0494,BrandB Reveal,Home & Kitchen,BrandC,61.42,82.34,25.41,20.92,Budget
P0495,BrandA Never,Apparel,BrandD,184.16,367.07,49.83,182.91,Premium
P0496,BrandB Where,Apparel,BrandB,33.52,46.59,28.05,13.07,Budget
P0497,BrandB Country,Personal Care,BrandD,32.72,54.61,40.08,21.89,Budget
P0498,BrandD South,Personal Care,BrandD,19.73,35.81,44.9,16.080000000000002,Budget
P0499,BrandA Author,Personal Care,BrandC,140.47,265.43,47.08,124.96000000000001,Mid-Range
P0500,BrandD What,Personal Care,BrandC,118.48,222.98,46.87,104.49999999999999,Mid-Range
P0501,BrandA Book,Personal Care,BrandC,170.77,310.14,44.94,139.36999999999998,Premium
P0502,BrandD Hard,Apparel,BrandD,165.85,256.28,35.29,90.42999999999998,Mid-Range
P0503,BrandC Entire,Home & Kitchen,BrandC,111.73,136.04,17.87,24.309999999999988,Budget
P0504,BrandD Nice,Home & Kitchen,BrandA,13.96,23.22,39.88,9.259999999999998,Budget
P0505,BrandD Again,Electronics,BrandA,186.24,231.34,19.5,45.099999999999994,Mid-Range
P0506,BrandD Suggest,Electronics,BrandD,44.45,76.44,41.85,31.989999999999995,Budget
P0507,BrandB Prepare,Home & Kitchen,BrandB,175.51,331.53,47.06,156.01999999999998,Premium
P0508,BrandA Scientist,Home & Kitchen,BrandC,21.07,35.78,41.11,14.71,Budget
P0509,BrandB Offer,Electronics,BrandD,126.99,222.66,42.97,95.67,Mid-Range
P0510,BrandB Structure,Personal Care,BrandA,142.22,156.58,9.17,14.360000000000014,Mid-Range
P0511,BrandD Certainly,Electronics,BrandB,120.77,189.31,36.21,68.54,Mid-Range
P0512,BrandD Once,Electronics,BrandA,140.64,258.13,45.52,117.49000000000001,Mid-Range
P0513,BrandD Yet,Apparel,BrandD,18.81,27.18,30.79,8.370000000000001,Budget
P0514,BrandA Federal,Electronics,BrandC,76.67,104.99,26.97,28.319999999999993,Budget
P0515,BrandD Range,Apparel,BrandB,18.34,29.47,37.77,11.129999999999999,Budget
P0516,BrandB Great,Personal Care,BrandC,145.87,242.91,39.95,97.03999999999999,Mid-Range
P0517,BrandB Police,Personal Care,BrandD,172.69,203.43,15.11,30.74000000000001,Mid-Range
P0518,BrandA War,Apparel,BrandA,119.97,173.43,30.83,53.46000000000001,Mid-Range
P0519,BrandD Cup,Home & Kitchen,BrandB,53.32,89.59,40.48,36.27,Budget
P0520,BrandB Blue,Home & Kitchen,BrandA,170.34,288.31,40.92,117.97,Mid-Range
P0521,BrandC Head,Apparel,BrandB,150.83,206.03,26.79,55.19999999999999,Mid-Range
P0522,BrandA Citizen,Apparel,BrandD,80.25,105.69,24.07,25.439999999999998,Budget
P0523,BrandA Director,Electronics,BrandD,187.12,228.06,17.95,40.94,Mid-Range
P0524,BrandD See,Home & Kitchen,BrandB,153.73,301.16,48.95,147.43000000000004,Premium
P0525,BrandA Democratic,Electronics,BrandA,7.69,9.95,22.71,2.259999999999999,Budget
P0526,BrandA Arrive,Personal Care,BrandC,127.57,197.85,35.52,70.28,Mid-Range
P0527,BrandD Decide,Personal Care,BrandD,21.07,33.35,36.82,12.280000000000001,Budget
P0528,BrandB Evening,Home & Kitchen,BrandA,65.43,102.08,35.9,36.64999999999999,Budget
P0529,BrandB Hope,Apparel,BrandC,81.19,135.66,40.15,54.47,Budget
P0530,BrandA Firm,Home & Kitchen,BrandD,147.34,274.32,46.29,126.97999999999999,Mid-Range
P0531,BrandA Week,Apparel,BrandA,185.3,223.17,16.97,37.869999999999976,Mid-Range
P0532,BrandA Candidate,Home & Kitchen,BrandB,28.29,49.14,42.43,20.85,Budget
P0533,BrandA Become,Apparel,BrandD,190.84,299.75,36.33,108.91,Mid-Range
P0534,BrandC Region,Apparel,BrandC,29.75,53.64,44.54,23.89,Budget
P0535,BrandC Produce,Electronics,BrandA,70.33,104.54,32.72,34.21000000000001,Budget
P0536,BrandA Live,Home & Kitchen,BrandA,101.75,158.7,35.89,56.94999999999999,Mid-Range
P0537,BrandA Someone,Personal Care,BrandB,76.7,101.98,24.79,25.28,Budget
P0538,BrandA Read,Electronics,BrandB,149.45,164.74,9.28,15.29000000000002,Mid-Range
P0539,BrandA Painting,Apparel,BrandA,96.99,140.12,30.78,43.13000000000001,Budget
P0540,BrandB As,Apparel,BrandA,112.81,216.88,47.99,104.07,Mid-Range
P0541,BrandD Tough,Apparel,BrandC,53.41,102.78,48.03,49.370000000000005,Budget
P0542,BrandC Drop,Home & Kitchen,BrandA,116.45,140.61,17.18,24.16000000000001,Budget
P0543,BrandA Look,Apparel,BrandB,161.85,320.99,49.58,159.14000000000001,Premium
P0544,BrandD Available,Electronics,BrandD,173.88,312.32,44.33,138.44,Premium
P0545,BrandC As,Home & Kitchen,BrandA,112.85,124.94,9.68,12.090000000000003,Budget
P0546,BrandB Hospital,Home & Kitchen,BrandC,149.22,196.72,24.15,47.5,Mid-Range
P0547,BrandC Dark,Personal Care,BrandB,147.83,235.33,37.18,87.5,Mid-Range
P0548,BrandB Note,Apparel,BrandA,186.82,209.52,10.83,22.700000000000017,Mid-Range
P0549,BrandC Drop,Electronics,BrandC,5.29,8.95,40.89,3.6599999999999993,Budget
P0550,BrandC Wish,Electronics,BrandB,108.31,142.36,23.92,34.05000000000001,Budget
P0551,BrandD Condition,Electronics,BrandB,143.77,170.18,15.52,26.409999999999997,Mid-Range
P0552,BrandB President,Personal Care,BrandC,94.4,167.38,43.6,72.97999999999999,Mid-Range
P0553,BrandA Shoulder,Apparel,BrandD,19.59,31.56,37.93,11.969999999999999,Budget
P0554,BrandD Simple,Apparel,BrandB,61.88,115.46,46.41,53.57999999999999,Budget
P0555,BrandD Institution,Home & Kitchen,BrandC,93.29,122.23,23.68,28.939999999999998,Budget
P0556,BrandB Agent,Apparel,BrandA,35.31,44.06,19.86,8.75,Budget
P0557,BrandD Name,Home & Kitchen,BrandD,28.54,40.6,29.7,12.060000000000002,Budget
P0558,BrandB Specific,Personal Care,BrandC,95.35,178.04,46.44,82.69,Mid-Range
P0559,BrandA Character,Apparel,BrandC,166.15,286.97,42.1,120.82000000000002,Mid-Range
P0560,BrandA Effort,Apparel,BrandC,33.92,59.02,42.53,25.1,Budget
P0561,BrandC Several,Personal Care,BrandA,137.05,182.85,25.05,45.79999999999998,Mid-Range
P0562,BrandB Charge,Electronics,BrandD,171.65,274.7,37.51,103.04999999999998,Mid-Range
P0563,BrandB Require,Electronics,BrandD,24.87,45.12,44.88,20.249999999999996,Budget
P0564,BrandA Eat,Electronics,BrandA,166.92,331.22,49.6,164.30000000000004,Premium
P0565,BrandB Sister,Apparel,BrandD,77.59,129.36,40.02,51.77000000000001,Budget
P0566,BrandA Now,Home & Kitchen,BrandA,9.25,10.71,13.63,1.4600000000000009,Budget
P0567,BrandD Them,Apparel,BrandA,181.49,335.11,45.84,153.62,Premium
P0568,BrandC Person,Electronics,BrandA,188.74,216.22,12.71,27.47999999999999,Mid-Range
P0569,BrandD Loss,Personal Care,BrandD,10.75,18.44,41.7,7.690000000000001,Budget
P0570,BrandB Marriage,Home & Kitchen,BrandD,182.12,245.4,25.79,63.28,Mid-Range
P0571,BrandD Enough,Apparel,BrandA,124.75,206.5,39.59,81.75,Mid-Range
P0572,BrandC Responsibility,Personal Care,BrandD,177.14,271.22,34.69,94.08000000000004,Mid-Range
P0573,BrandA Think,Home & Kitchen,BrandD,31.76,40.64,21.85,8.879999999999999,Budget
P0574,BrandB Little,Electronics,BrandD,157.47,224.11,29.74,66.64000000000001,Mid-Range
P0575,BrandD Help,Home & Kitchen,BrandC,80.73,101.87,20.75,21.14,Budget
P0576,BrandC Floor,Apparel,BrandA,179.67,323.53,44.47,143.85999999999999,Premium
P0577,BrandA Only,Personal Care,BrandC,154.53,309.01,49.99,154.48,Premium
P0578,BrandB Recent,Electronics,BrandB,133.09,178.32,25.36,45.22999999999999,Mid-Range
P0579,BrandA See,Apparel,BrandD,74.19,137.64,46.1,63.44999999999999,Budget
P0580,BrandB Foot,Apparel,BrandB,120.54,220.06,45.22,99.52,Mid-Range
P0581,BrandC Quality,Electronics,BrandC,189.77,305.01,37.78,115.23999999999998,Premium
P0582,BrandB Name,Personal Care,BrandC,39.23,44.49,11.82,5.260000000000005,Budget
P0583,BrandA History,Apparel,BrandB,8.89,13.6,34.63,4.709999999999999,Budget
P0584,BrandC Military,Apparel,BrandB,71.45,90.01,20.62,18.560000000000002,Budget
P0585,BrandC Bill,Electronics,BrandA,33.8,58.62,42.34,24.82,Budget
P0586,BrandB And,Electronics,BrandC,192.31,276.2,30.37,83.88999999999999,Mid-Range
P0587,BrandD Offer,Electronics,BrandC,63.84,78.06,18.22,14.219999999999999,Budget
P0588,BrandB Economy,Personal Care,BrandD,131.59,165.38,20.43,33.78999999999999,Mid-Range
P0589,BrandC Today,Apparel,BrandB,78.78,138.7,43.2,59.91999999999999,Budget
P0590,BrandC Source,Apparel,BrandB,147.12,287.46,48.82,140.33999999999997,Mid-Range
P0591,BrandD Them,Electronics,BrandB,122.47,236.24,48.16,113.77000000000001,Mid-Range
P0592,BrandB Conference,Electronics,BrandD,32.43,57.43,43.53,25.0,Budget
